"path", "name", "size", "date"
"/proj/websource/docs/FAUWeb/www.uni-erlangen.de/websource/universitaet/organisation/recht/Promotionsordnungen-NEU2013", "Rahmen-PromO-FAU-2013.pdf", 113739, 04/12/2017
"/proj/websource/docs/FAUWeb/www.uni-erlangen.de/websource/universitaet/organisation/recht/Promotionsordnungen-NEU2013", "PromO-TechFak-JUNI2015.pdf", 172471, 04/12/2017
"/proj/websource/docs/FAUWeb/www.uni-erlangen.de/websource/universitaet/organisation/recht/Promotionsordnungen-NEU2013", "PromO-ReWi-JUR_JULI2015.pdf", 178723, 04/12/2017
"/proj/websource/docs/FAUWeb/www.uni-erlangen.de/websource/universitaet/organisation/recht/Promotionsordnungen-NEU2013", "Rahmen-PromO-FAU-2016.pdf", 244543, 04/12/2017
"/proj/websource/docs/FAUWeb/www.uni-erlangen.de/websource/universitaet/organisation/recht/Promotionsordnungen-NEU2013", "PromO-Medizin-Neu-NOV2016.pdf", 190307, 04/12/2017
"/proj/websource/docs/FAUWeb/www.uni-erlangen.de/websource/universitaet/organisation/recht/Promotionsordnungen-NEU2013", "PromO-TechFak-NOV2016.pdf", 173269, 04/12/2017
"/proj/websource/docs/FAUWeb/www.uni-erlangen.de/websource/universitaet/organisation/recht/Promotionsordnungen-NEU2013", "englVersionen", 4096, 04/12/2017
"/proj/websource/docs/FAUWeb/www.uni-erlangen.de/websource/universitaet/organisation/recht/Promotionsordnungen-NEU2013/englVersionen", "PromO-Dr phil -Neu_englFassung.pdf", 132805, 04/12/2017
"/proj/websource/docs/FAUWeb/www.uni-erlangen.de/websource/universitaet/organisation/recht/Promotionsordnungen-NEU2013/englVersionen", "PromO-Medizin_2013_englFassung.pdf", 190297, 04/12/2017
"/proj/websource/docs/FAUWeb/www.uni-erlangen.de/websource/universitaet/organisation/recht/Promotionsordnungen-NEU2013/englVersionen", "PromO-NatFak-2013_englFassung.pdf", 126579, 04/12/2017
"/proj/websource/docs/FAUWeb/www.uni-erlangen.de/websource/universitaet/organisation/recht/Promotionsordnungen-NEU2013/englVersionen", "PromO-ReWi-2013_englFassung.pdf", 188678, 04/12/2017
